treatment	run	threshold	component	nodes	edges	sigma	dominating_size	alpha	xmin	exp_r	exp_p	logn_r	logn_p
Ascl1n	2	0.4473684210526315	positive	345	1698	2.2999165658742213	177	4.5263538398686896	24.0	0.6687018332017591	0.6621374896241969	-0.0672140450667209	0.8162176089720987	
Ascl1n	2	0.46842105263157896	positive	328	1374	2.2913978616364803	180	3.586211141522483	16.0	-0.8553110768044156	0.68521979200618	-1.201577723382922	0.35096530212624	
Ascl1n	2	0.4894736842105263	positive	296	1081	2.5073126461244764	170	4.096160646009685	17.0	0.5633970971151809	0.7239242132026777	-0.13769369176404345	0.7393003321601899	
Ascl1n	2	0.5105263157894737	positive	236	812	2.3613344604717406	126	3.982878335329959	15.0	0.5361026556582602	0.7358377542413883	-0.1294843978038438	0.7565190519049988	
Ascl1n	2	0.531578947368421	positive	207	641	2.788863973858669	112	4.309269508817511	14.0	1.3791826172393402	0.3707923429235528	-0.0009222291082759959	0.9745878118883095	
Ascl1n	2	0.5526315789473684	positive	182	498	2.797985204829367	102	3.079239897052121	7.0	0.0362714746523638	0.9884194221461018	-0.8793955775239963	0.3819159856220583	
Ascl1n	2	0.5736842105263158	positive	169	401	1.6989167558772267	100	2.7724752854907324	5.0	-0.342868020574302	0.9084298072914023	-1.4990407904760783	0.2526545311876911	
Ascl1n	2	0.5947368421052631	positive	122	277	2.059353705760514	79	3.0064378132866416	6.0	-1.2456827603667087	0.4857931823224887	-1.3126688453039654	0.31465706087805556	
Ascl1n	2	0.6157894736842104	positive	110	227	2.125726848066598	71	2.7273668196898306	4.0	-0.4388897263506637	0.8562694193012078	-1.1585813032820957	0.2858566891909995	
Ascl1n	2	0.6368421052631579	positive	101	185	2.25949268807292	64	2.882641046269878	4.0	1.025745322849648	0.6124904333781371	-0.38852843111706115	0.45994496536734697	
Ascl1n	2	0.6578947368421053	positive	89	145	2.8911526962684087	56	2.9458760403651363	4.0	-0.5108432196294703	0.7117271603480024	-0.7137646400269315	0.3653853132199836	
Ascl1n	2	0.6789473684210526	positive	78	117	2.5120121153713773	47	3.4130197272893033	5.0	0.12272427648336426	0.8822300843989056	-0.11653162364405079	0.6388624641882943	
Ascl1n	2	0.7	positive	52	74	2.611746361746362	34	2.3451857498045374	2.0	1.17027006536945	0.6010938823635388	-0.6157295028400775	0.2688076969775287	
Ascl1n	3	0.3	positive	435	4311	2.445456958826134	184	3.679003346411269	34.0	-4.613050120339887	0.03250548303656926	-4.427093832923038	0.07239444651757099	
Ascl1n	3	0.32105263157894737	positive	413	3321	2.614543250442295	187	6.135306038566882	51.0	0.14670538118269638	0.8526235865510202	-0.04032236251481569	0.863337164053799	
Ascl1n	3	0.34210526315789475	positive	382	2520	2.4604149028003905	177	7.250269522598391	53.0	0.2168811617037516	0.48429345545250146	-2.7915952595957436	0.35349217740786854	
Ascl1n	3	0.3631578947368421	positive	351	1902	2.3388549398720664	179	5.8756593142406714	33.0	0.28965747297798616	0.6965985308183603	-0.009660818762866619	0.9180580528741389	
Ascl1n	3	0.38421052631578945	positive	327	1439	2.4016346640639474	173	4.809488065838298	24.0	0.00554386174628152	0.9956030039810398	-0.17523190404227829	0.6954338852789342	
Ascl1n	3	0.4052631578947368	positive	266	1051	2.594019206966989	150	3.999307383728052	17.0	-0.5849355308330222	0.6308006600210682	-0.6562856168245268	0.4401337985268894	
Ascl1n	3	0.4263157894736842	positive	227	811	2.362861850913398	127	3.721559025037659	14.0	-0.2571075593983658	0.8380937002082578	-0.4910160890952746	0.4761821543647631	
Ascl1n	3	0.4473684210526315	positive	208	631	2.420803739998202	124	3.9721652941792525	14.0	0.10063168671322842	0.926343270418977	-0.1471702064087257	0.7024121602711251	
Ascl1n	3	0.46842105263157896	positive	181	458	2.6361346285438274	110	3.352506749938007	8.0	-0.3421567896513982	0.8492159742748984	-0.6845092128709775	0.44415556047198057	
Ascl1n	3	0.4894736842105263	positive	159	342	2.672502860089267	98	3.1877056201872565	7.0	-1.0064141608154085	0.49045625817495087	-0.9379910086321486	0.36018675138362044	
Ascl1n	3	0.5105263157894737	positive	131	257	4.119798307221322	81	2.9571814583747753	5.0	-1.0632624482560549	0.5394451239387488	-0.9914699536986729	0.32190702423676365	
Ascl1n	3	0.531578947368421	positive	107	188	9.389232757447967	69	2.7023529162342617	4.0	-1.9047139107340185	0.2611448191059572	-1.8189571725015172	0.17680113427686872	
Ascl1n	3	0.5526315789473684	positive	78	133	2.690917474134257	51	2.8175298012078875	4.0	-0.8320767074099078	0.526165234471684	-0.7983202986644198	0.3244897764814584	
Ascl1n	3	0.5736842105263158	positive	73	114	3.2558960982501897	47	2.980092857002963	4.0	-1.0404362377239886	0.3367366211945104	-0.9031735748471892	0.31823480502473955	
Ascl1n	3	0.5947368421052631	positive	62	89	2.87488986784141	40	3.2338513982018107	4.0	-0.6028935973116536	0.4917603485015368	-0.47227299146901425	0.4486477268372385	
Ascl1n	3	0.6157894736842104	positive	45	64	3.2117452440033083	27	2.281628027648969	2.0	-2.389659137385385	0.14298446962133943	-2.1163281055631016	0.11193410056412094	
Ascl1n	3	0.6368421052631579	positive	29	40	inf	20	2.4022241915795943	2.0	-0.35961651315183474	0.7883589450095101	-0.5128592132645275	0.2483725138594307	
Ascl1n	4	0.3	positive	435	4605	2.438991534048872	179	4.4860319465991125	45.0	-2.2561463568033795	0.11333878301690195	-2.364826583765071	0.20249203150149686	
Ascl1n	4	0.32105263157894737	positive	415	3579	2.5788680482925117	187	6.1862997683358	51.0	0.4837148507108058	0.6048441716006459	-0.000326838784039829	0.9861420207186117	
Ascl1n	4	0.34210526315789475	positive	387	2771	2.402993130097642	188	5.394794642825094	41.0	0.26960901064413534	0.7935485188768484	-0.04651021816740686	0.8516604411844749	
Ascl1n	4	0.3631578947368421	positive	362	2085	2.5302491560189417	181	4.460430691574041	28.0	0.6473801803650732	0.6798493069570812	-0.07837377095743614	0.8035786422191313	
Ascl1n	4	0.38421052631578945	positive	330	1585	2.3021559700721723	170	4.115251496796003	21.0	0.10025040702559584	0.957846146403171	-0.40864280022162003	0.6012360819251379	
Ascl1n	4	0.4052631578947368	positive	294	1195	1.786923390211665	158	3.693932422128492	16.0	-0.5260932346809328	0.7860643699682975	-0.8299921663504604	0.43447403329945666	
Ascl1n	4	0.4263157894736842	positive	263	924	1.833938662565967	145	3.4135097685235998	12.0	-0.33446693678195505	0.8821771887322712	-0.8713598760824111	0.416789544320886	
Ascl1n	4	0.4473684210526315	positive	209	676	2.4045765901783565	112	3.659165217280449	12.0	0.2342278000075324	0.8993870972542527	-0.3870072387038843	0.5988220721302978	
Ascl1n	4	0.46842105263157896	positive	190	526	2.667107007352371	109	2.965222903283915	7.0	-0.5013741772496445	0.8565918903334024	-1.315776929773052	0.33165773552070577	
Ascl1n	4	0.4894736842105263	positive	172	393	2.6060081061472777	101	2.7917867516060237	5.0	1.1551417683797403	0.7206065164282656	-0.9432717745824344	0.36026823580008893	
Ascl1n	4	0.5105263157894737	positive	146	292	2.9597133566180895	88	2.6388202056709744	4.0	0.6654456350365905	0.8316007502569305	-1.248380571192235	0.2878040266103623	
Ascl1n	4	0.531578947368421	positive	93	187	1.8315025161754135	60	2.6788037715782322	4.0	1.3120853480573262	0.5723515525982932	-0.3771696021676756	0.48778139584063396	
Ascl1n	4	0.5526315789473684	positive	72	129	2.1705090946230765	48	2.3850950632763896	3.0	0.013210982717501984	0.9956030701935423	-0.935874335438005	0.32342276731093333	
Ascl1n	4	0.5736842105263158	positive	59	103	1.956643911732021	39	2.432410082000038	3.0	-0.4371214486986337	0.8236228982117527	-0.9207277986896991	0.3299694140468249	
Ascl1n	4	0.5947368421052631	positive	52	77	1.491280617678381	39	2.133300553519167	2.0	-0.6714585913285238	0.7723106568369615	-1.4644259549774028	0.19470622408376348	
Ascl1n	4	0.6157894736842104	positive	41	58	3.5464733025708637	27	2.0808905912943065	2.0	-2.058287824767797	0.2428879049815903	-1.8565917335538198	0.1782062796059939	
Ascl1n	4	0.6368421052631579	positive	31	40	0.9461444308445531	21	1.7295748165768319	1.0	-4.3782673657317766	0.05647201996007112	-4.492828661265182	0.021332319725150026	
Ascl1n	4	0.6578947368421053	positive	29	36	0.0	19	2.9008585934637634	3.0	-0.3322228460805291	0.652853619951591	-0.2616335215690545	0.5327845916717108	
Ascl1n	5	0.3	positive	456	5835	2.4042039927238577	192	4.425045272418661	52.0	-3.6330863389113297	0.007945712034466994	-4.299304452384372	0.08708419201503932	
Ascl1n	5	0.32105263157894737	positive	427	4551	2.473772503235751	172	7.2844012201132005	68.0	0.018907151344670137	0.9703297988616408	-0.039430961296641254	0.8516660194576041	
Ascl1n	5	0.34210526315789475	positive	409	3635	2.50768137881609	182	4.3659120480240405	38.0	-2.4804626209801492	0.05717013835474513	-2.4935348622268427	0.16257940145373073	
Ascl1n	5	0.3631578947368421	positive	382	2824	2.482490503216974	178	7.928458146595583	54.0	-0.006431722296172282	0.9831286880293296	-0.02844887592533185	0.8450893606909927	
Ascl1n	5	0.38421052631578945	positive	353	2158	2.381363001968967	174	7.2365715235186965	43.0	0.06777338293660895	0.8582832293516708	-0.0076560684158901715	0.9237257390424461	
Ascl1n	5	0.4052631578947368	positive	334	1669	2.3399122883984487	169	4.09634958741028	22.0	-2.155798447097912	0.11809943740737573	-2.3253582531358856	0.23076952443064758	
Ascl1n	5	0.4263157894736842	positive	312	1257	2.2360767375588355	167	4.872317007339479	23.0	0.2086586329574316	0.8521221915932684	-0.09864486342013912	0.7892432306064259	
Ascl1n	5	0.4473684210526315	positive	239	899	2.2733652841537215	131	4.797373807746601	21.0	0.44951317227691434	0.6388708774851499	-0.007306389583317419	0.9364415476092881	
Ascl1n	5	0.46842105263157896	positive	216	696	2.3402849349247137	124	4.291538923581695	18.0	0.1734901065221326	0.8241328971303924	-0.056868535735550285	0.8127193678595466	
Ascl1n	5	0.4894736842105263	positive	190	531	2.3209842019414095	110	3.021262205758713	7.0	-0.875071622231145	0.7470206582226944	-1.5473985426438337	0.2706522338870363	
Ascl1n	5	0.5105263157894737	positive	168	412	2.2152513995709726	105	2.9394664314014154	6.0	-1.279719320809137	0.5895830469578964	-1.6044866505034387	0.2560422599183607	
Ascl1n	5	0.531578947368421	positive	155	315	2.7112959105883636	101	2.9131195400739998	5.0	0.44757510017502344	0.8589768159457409	-0.7656245498235834	0.40845743907161136	
Ascl1n	5	0.5526315789473684	positive	114	211	2.9184627885097076	73	3.0912014362426388	5.0	1.7372603980679333	0.4124845221214617	-0.08697749805392596	0.7101525294664317	
Ascl1n	5	0.5736842105263158	positive	99	169	3.1247250432910567	66	2.510795420425804	3.0	0.010134640302442488	0.9968067732101171	-1.2812950557989082	0.23762600697084246	
Ascl1n	5	0.5947368421052631	positive	72	116	1.6398480662983428	48	2.5483006931569108	3.0	1.4413528626815184	0.5004842863577612	-0.3002294724432617	0.45620464199149324	
Ascl1n	5	0.6157894736842104	positive	55	86	1.5855349265596976	37	2.4523295178227835	3.0	-0.8709930714181202	0.5997238421456503	-0.8641399893383206	0.3564941435760559	
Ascl1n	5	0.6368421052631579	positive	48	73	0.9909275770373847	35	2.066637708574535	2.0	-1.5971734228955876	0.4741328922639897	-1.5984708442163873	0.2083888177842198	
Ascl1n	5	0.6578947368421053	positive	44	61	1.7743806009488665	32	2.116441149813066	2.0	-0.9448385507121433	0.6292224150402695	-1.0801103218262191	0.268130668357616	
Ascl1n	5	0.6789473684210526	positive	32	41	inf	23	1.782062775281303	1.0	0.7533333072125781	0.7742000841487442	-1.7183841699835334	0.013953851380513853	
Ascl1n	5	0.7	positive	29	35	1.7348927875243665	21	1.8179949666296884	1.0	1.6455049777674233	0.5307802637706187	-1.295148627165001	0.0345652992231815	
