treatment	run	threshold	component	nodes	edges	sigma	dominating_size	alpha	xmin	exp_r	exp_p	logn_r	logn_p
Ascl1n	2	0.4894736842105263	positive	197	478	2.427798338972702	116	3.2160588289715055	8.0	-1.5346122597087026	0.35381323349549076	-1.5262446165185217	0.2459907006865265	
Ascl1n	2	0.5105263157894737	positive	178	373	2.6006087582841535	108	3.25543248158458	7.0	-0.8459714781364087	0.5944221795339727	-0.9290266483371497	0.3551227443281366	
Ascl1n	2	0.531578947368421	positive	147	273	2.738590150823531	89	3.208389157260696	6.0	-0.6493783102499004	0.6448676560038509	-0.6633209134258251	0.4155529088499794	
Ascl1n	2	0.5526315789473684	positive	120	201	2.838089369568451	71	2.5172214012027068	3.0	-2.3474638927923452	0.38795663005911185	-2.7622525224522043	0.12066071997983813	
Ascl1n	2	0.5736842105263158	positive	103	151	14.390568634896523	61	2.9867072023281334	5.0	-0.6098907836772258	0.544515535077002	-0.5929288838025935	0.4654889935447547	
Ascl1n	2	0.5947368421052631	positive	54	68	3.4105700179533223	32	3.1091768311176704	3.0	2.0901380469632085	0.0688194221540316	-1.950432371778795	0.27587755929458657	
Ascl1n	2	0.6157894736842104	positive	29	34	0.8474576271186439	20	1.8053343900026122	1.0	-0.5430683289216485	0.8289335259714622	-1.9481965080741905	0.03459518769168549	
Ascl1n	2	0.6368421052631579	positive	23	28	1.3430232558139537	15	1.7777919116357481	1.0	-1.271385224417374	0.5567493639848693	-1.923816930286201	0.06338056225668465	
Ascl1n	2	0.6578947368421053	positive	22	25	inf	14	3.157547906106334	3.0	-0.18178133503448235	0.7009137366907362	-0.17085255993258075	0.5175488147838718	
Ascl1n	3	0.3	positive	407	9745	1.3684282027202754	141	4.305500275017452	87.0	-4.051619367244943	0.00456200976648341	-4.07359888223197	0.05293194366507457	
Ascl1n	3	0.32105263157894737	positive	392	8153	1.4206044611529545	128	4.36874152947853	77.0	-3.632521703021028	0.007358254488453625	-3.625900264165394	0.06555597762786453	
Ascl1n	3	0.34210526315789475	positive	377	6827	1.470414759389629	142	4.235981504400589	66.0	-4.1899944115346575	0.001574373994101796	-4.642361916307577	0.035680294133238435	
Ascl1n	3	0.3631578947368421	positive	362	5661	1.5556530820445835	145	4.53950756309551	60.0	-2.654427076125516	0.03248011325091926	-2.540364211002407	0.12392076983782356	
Ascl1n	3	0.38421052631578945	positive	354	4642	1.6255657150389045	146	4.507353461255131	51.0	-2.416950638449295	0.054740264105390325	-2.227547261236829	0.1488675739963149	
Ascl1n	3	0.4052631578947368	positive	344	3835	1.7237393616570007	152	4.5211454980724355	45.0	-2.33929315754794	0.05418339948618346	-2.2229003971566605	0.16658531274340738	
Ascl1n	3	0.4263157894736842	positive	334	3169	1.863686721742882	150	4.812650578374831	43.0	-1.3564389289129126	0.18832877371157852	-1.1981091019500094	0.32577117231829367	
Ascl1n	3	0.4473684210526315	positive	329	2599	1.9226942654080332	146	5.500402263004565	43.0	-0.4020726069362017	0.5629323964373882	-0.3322383489194145	0.5671561391348441	
Ascl1n	3	0.46842105263157896	positive	319	2117	2.0060117066312526	152	5.173966316759276	36.0	-0.47723097329782815	0.4902269472288662	-0.38778192543933887	0.504092272167395	
Ascl1n	3	0.4894736842105263	positive	304	1677	2.056712648379011	154	4.036752256498323	23.0	-1.2584855731262286	0.3407397308739969	-1.138998106762275	0.29439092856173044	
Ascl1n	3	0.5105263157894737	positive	291	1374	2.3614736596642554	152	4.899043358223731	28.0	-0.15672669969006714	0.8199394723207403	-0.15663291800454227	0.6805458184148968	
Ascl1n	3	0.531578947368421	positive	274	1140	2.3764019657598205	148	3.422270274052083	15.0	-3.021956698111574	0.06242868620416725	-2.9135066878668674	0.11597789073127605	
Ascl1n	3	0.5526315789473684	positive	247	919	2.374586239137605	122	3.869279736096231	15.0	-0.9396077881227791	0.48887049589436093	-0.8231526708988781	0.4033617235376483	
Ascl1n	3	0.5736842105263158	positive	232	750	2.51312147479023	127	4.9166513272414	19.0	-0.20004537883845175	0.7564162572134083	-0.1586829363932003	0.6871664690555039	
Ascl1n	3	0.5947368421052631	positive	211	612	2.346827289670066	120	4.63700714384605	16.0	0.3493294716689319	0.6493913447594619	-0.00963624024561649	0.8935201366917194	
Ascl1n	3	0.6157894736842104	positive	189	474	1.9143178096369162	112	2.9642282536677937	7.0	-0.5692857876037816	0.7979253447394989	-0.986586108696236	0.35721139888668085	
Ascl1n	3	0.6368421052631579	positive	167	360	2.018838989582205	102	3.0024057032128146	6.0	-0.20687343010192105	0.9200012538984047	-0.7753680705798103	0.4048033883368377	
Ascl1n	3	0.6578947368421053	positive	145	275	1.827133198427842	93	2.0274449803824477	2.0	-6.566639323701382	0.18666398418042973	-7.921699548817385	0.009512786337254683	
Ascl1n	3	0.6789473684210526	positive	108	195	1.7715706589307914	68	2.734102322444918	4.0	-1.1388040390116778	0.5550277534432233	-1.2935478499441844	0.2651637469118384	
Ascl1n	3	0.7	positive	66	103	1.3877837442030754	40	2.100932168831969	2.0	-2.175516805269967	0.40782545653513547	-2.5198654759785075	0.11378656010915263	
Ascl1n	4	0.3	positive	348	4134	1.6153616278417078	148	5.1302907083112235	51.0	-0.6118675896383912	0.5691376453812483	-0.5051810213913481	0.45943605941166976	
Ascl1n	4	0.32105263157894737	positive	343	3185	1.790625646863338	159	4.988309025940826	43.0	-0.6234369804504261	0.5622061775503769	-0.47697194071992755	0.5162280475914642	
Ascl1n	4	0.34210526315789475	positive	332	2404	1.9665388129568857	148	5.176904434523791	38.0	-1.0330006118126835	0.15866029735553133	-0.9788517431968207	0.32533963296965673	
Ascl1n	4	0.3631578947368421	positive	321	1812	2.1521897391132336	159	4.6529721219750995	28.0	-1.0384640514265229	0.27647362645723406	-0.8614835350260912	0.36729306051389554	
Ascl1n	4	0.38421052631578945	positive	296	1385	2.371202802366313	168	4.375563475750306	21.0	-1.12143307707945	0.2788218060966364	-0.9587424721286428	0.30576631668109666	
Ascl1n	4	0.4052631578947368	positive	267	1071	2.572497007216711	154	3.9813024234687715	16.0	-1.7702743467829802	0.1583005499288428	-1.6249461187364185	0.22416334346468403	
Ascl1n	4	0.4263157894736842	positive	247	805	2.9270180537146944	129	4.389035255872427	15.0	-0.9401274661613159	0.2928124795098249	-0.8167846822720151	0.35755611686074673	
Ascl1n	4	0.4473684210526315	positive	217	572	2.570092109462496	120	4.686108863712844	13.0	-0.33937258682025706	0.6426146417895751	-0.3006648573494479	0.5706931660544821	
Ascl1n	4	0.46842105263157896	positive	197	414	2.339449356632018	118	4.616128515440781	10.0	0.3639714108207568	0.6818345938670918	-0.03675882847641221	0.8143041727872549	
Ascl1n	4	0.4894736842105263	positive	126	213	1.699328219782424	79	3.587265574737469	7.0	0.08414203869769121	0.9381451317130824	-0.18980141725592325	0.6496027402332947	
Ascl1n	4	0.5105263157894737	positive	75	116	2.280848105665624	46	2.1469126622804486	2.0	0.7420483551739712	0.8099075119368249	-1.1669641248628564	0.1808724750462566	
Ascl1n	4	0.531578947368421	positive	55	76	3.126180358829084	35	1.745256074352761	1.0	-0.09178132725018351	0.9811453102423483	-3.62289943521571	0.0030699257984404624	
Ascl1n	4	0.5526315789473684	positive	39	53	2.1545698924731185	25	2.5910857037077517	3.0	-0.8622954663080671	0.411074291560113	-0.741144925996303	0.38225498525607093	
Ascl1n	4	0.5736842105263158	positive	31	39	0.8160179640718564	20	2.319323631690137	2.0	-1.7750032896132812	0.16970981211990088	-1.6980408856846734	0.21782970668849777	
Ascl1n	4	0.5947368421052631	positive	22	25	1.8571428571428572	15	2.5435766832454245	2.0	-0.8873791706336904	0.26693507640590475	-0.6969942441179446	0.28974896391885463	
Ascl1n	5	0.3	positive	365	5586	1.589663233870923	145	4.43596003367422	61.0	-3.063410178693341	0.006922674596903047	-3.3357786301832175	0.07726303742204262	
Ascl1n	5	0.32105263157894737	positive	356	4376	1.7416299450506432	151	4.419228383331747	51.0	-2.5852233862045195	0.027703568685849334	-2.514434360425381	0.13666004969118614	
Ascl1n	5	0.34210526315789475	positive	346	3457	1.8529891965381189	149	4.051356365292104	38.0	-3.3457010997516727	0.0231737703163854	-3.138005809488509	0.11364048003368174	
Ascl1n	5	0.3631578947368421	positive	335	2738	2.0241780629032284	153	4.666386534818086	39.0	-2.5198252482168155	0.004412010876068499	-3.537533033857844	0.10827005979392704	
Ascl1n	5	0.38421052631578945	positive	330	2094	2.112614472837576	162	3.183199709609589	20.0	-6.9594607381699	0.001137748353114435	-6.679231880007578	0.025648181063192135	
Ascl1n	5	0.4052631578947368	positive	313	1641	2.0812103357804417	162	5.121159678750982	29.0	-1.4552606957261642	0.04110745367756987	-1.8437903025262052	0.22646043077294942	
Ascl1n	5	0.4263157894736842	positive	284	1286	2.3438281445542404	157	9.417261855558067	35.0	-0.19730259616305146	0.19305503229901477	-0.5204340905181066	0.47597861631589267	
Ascl1n	5	0.4473684210526315	positive	253	987	2.468186370134075	132	2.698867353098535	9.0	-7.789759345531438	0.00512802871823664	-6.54203705988119	0.024895013704773362	
Ascl1n	5	0.46842105263157896	positive	231	740	2.4414729080345627	132	2.583681675053093	7.0	-9.813621855611482	0.0001688447671459123	-9.443769327215872	0.00624082409385363	
Ascl1n	5	0.4894736842105263	positive	201	545	2.3324829254464907	110	6.744303071082475	15.0	0.193810902348158	0.6080735396667498	-0.002085363052292344	0.9702688481426592	
Ascl1n	5	0.5105263157894737	positive	173	403	2.329661836486924	95	7.717290222358177	13.0	0.09550138686525722	0.7052343983164299	-0.004489123311085752	0.9593966760092223	
Ascl1n	5	0.531578947368421	positive	109	194	1.522958648806057	70	2.995293644871546	4.0	0.6052230472318789	0.7364435116595147	-0.4263301703641178	0.3838187200803582	
Ascl1n	5	0.5526315789473684	positive	92	145	2.1711963175162827	58	2.706640454228162	3.0	-0.9367148684086941	0.6495342643186303	-1.3957005269073068	0.21099123500073436	
Ascl1n	5	0.5736842105263158	positive	62	95	0.8013677569845731	38	3.3285975645386365	4.0	1.1311831081293124	0.3000620393414696	-0.02972722428930563	0.8682803268235056	
Ascl1n	5	0.5947368421052631	positive	49	61	inf	33	3.3455290633663592	3.0	0.8716049605934266	0.3573393589753667	-0.08773240881732192	0.7947613241508378	
Ascl1n	5	0.6157894736842104	positive	41	46	2.5796992481203014	26	3.0239998696470645	3.0	-0.3367586541980767	0.6178239408678262	-0.28236226007717935	0.451749253372574	
Ascl1n	5	0.6368421052631579	positive	21	22	inf	13	2.485382342315266	2.0	-0.4852623915449409	0.5013067548235213	-0.4267942187197269	0.3550198237416369	
