Gene stable ID,Gene name,NCBI gene (formerly Entrezgene) ID
ENSMUSG00000050853,Or10d3,258327
ENSMUSG00000026426,Arl8a,68724
ENSMUSG00000038844,Kif16b,16558
ENSMUSG00000059366,Or10d1,258501
ENSMUSG00000042250,Pglyrp4,384997
ENSMUSG00000038112,AW551984,244810
ENSMUSG00000026424,Gpr37l1,171469
ENSMUSG00000065246,Gm22297,115487846
ENSMUSG00000070332,Trim80,432613
ENSMUSG00000026062,Slc9a2,226999
ENSMUSG00000027552,E2f5,13559
ENSMUSG00000093096,Mir3968,100628623
ENSMUSG00000045775,Slc16a5,217316
ENSMUSG00000031660,Brd7,26992
ENSMUSG00000027751,Supt20,56790
ENSMUSG00000057219,Armc7,276905
ENSMUSG00000048299,Or10n1,258498
ENSMUSG00000104598,Gm30214,102632039
ENSMUSG00000059867,Or10d4b,258276
ENSMUSG00000059106,Or10d4c,258497
ENSMUSG00000092572,Serpinb10,241197
ENSMUSG00000018442,Derl2,116891
ENSMUSG00000064110,Or10d4,258087
ENSMUSG00000062121,Or10d1b,235256
ENSMUSG00000026303,Mlph,171531
ENSMUSG00000095839,Or8g52,258165
ENSMUSG00000094353,Or8g50,258602
ENSMUSG00000055820,Or8g4,258086
ENSMUSG00000030041,M1ap,110958
ENSMUSG00000095903,Or8g53,258605
ENSMUSG00000111660,Or10n7-ps1,258855
ENSMUSG00000095390,Or8g2,258606
ENSMUSG00000030851,Ldhc,16833
ENSMUSG00000051493,Or8d6,259111
ENSMUSG00000068335,Dok1,13448
ENSMUSG00000043331,Or10d5,258825
ENSMUSG00000044526,Znrf4,20834
ENSMUSG00000014444,Piezo1,234839
ENSMUSG00000110218,Tincr,100504425
ENSMUSG00000047352,Or10d5j,258364
ENSMUSG00000090550,Prlh,623503
ENSMUSG00000042625,Safb2,224902
ENSMUSG00000026304,Rab17,19329
ENSMUSG00000065513,Mir26a-1,387218
ENSMUSG00000029999,Tgfa,21802
ENSMUSG00000038775,Vill,22351
ENSMUSG00000028811,Yars1,107271
ENSMUSG00000008333,Snrpb2,20639
ENSMUSG00000048874,Phf3,213109
ENSMUSG00000020736,Nt5c,50773
ENSMUSG00000057497,Fam136a,66488
ENSMUSG00000014402,Tsg101,22088
ENSMUSG00000027416,Otor,57329
ENSMUSG00000057278,Snrpg,68011
ENSMUSG00000027419,Pcsk2,18549
ENSMUSG00000050390,Nhsl3,97130
ENSMUSG00000040599,Mis12,67139
ENSMUSG00000029998,Pcyox1,66881
ENSMUSG00000050217,Lgsn,266744
ENSMUSG00000135659,Gm46458,108168167
ENSMUSG00000018451,6330403K07Rik,103712
ENSMUSG00000027420,Bfsp1,12075
ENSMUSG00000020737,Jpt1,15374
ENSMUSG00000026063,Dnaaf6rt,74708
ENSMUSG00000077664,Gm26145,115485790
ENSMUSG00000001333,Sync,68828
ENSMUSG00000119640,Gm24871,115487699
ENSMUSG00000060244,Alyref2,56009
ENSMUSG00000038209,Itln1,16429
ENSMUSG00000038209,Itln1,493583
ENSMUSG00000071158,Klrh1,232415
ENSMUSG00000043262,Uevld,54122
ENSMUSG00000093472,4930438E09Rik,73977
ENSMUSG00000071054,Safb,224903
ENSMUSG00000069830,Nlrp1a,195046
ENSMUSG00000057236,Rbbp4,19646
ENSMUSG00000014543,Klra17,170733
ENSMUSG00000036834,Plch1,269437
ENSMUSG00000015932,Dstn,56431
ENSMUSG00000047388,Atmin,234776
ENSMUSG00000026924,Sec16a,227648
ENSMUSG00000031847,1700030J22Rik,69528
ENSMUSG00000020738,Sumo2,170930
ENSMUSG00000030173,Klra5,16636
ENSMUSG00000034424,Gcsh,68133
ENSMUSG00000057572,Zbtb8os,67106
ENSMUSG00000004709,Cd244a,18106
ENSMUSG00000096997,Gm26791,73306
ENSMUSG00000034416,Pkd1l2,76645
ENSMUSG00000070390,Nlrp1b,637515
ENSMUSG00000049327,Kmt5a,67956
ENSMUSG00000049516,Spty2d1,101685
ENSMUSG00000010660,Plcd1,18799
ENSMUSG00000061769,Klra6,16637
ENSMUSG00000115422,4930452G13Rik,73989
ENSMUSG00000115422,4930452G13Rik,102633266
ENSMUSG00000010307,Tmem86a,67893
ENSMUSG00000079852,Klra4,16635
ENSMUSG00000079852,Klra4,93970
ENSMUSG00000004707,Ly9,17085
ENSMUSG00000049760,Micos13,224904
ENSMUSG00000028807,Zbtb8a,73680
ENSMUSG00000089727,Klra8,16639
ENSMUSG00000030854,Ptpn5,19259
ENSMUSG00000057863,Rpl36,54217
ENSMUSG00000041168,Lonp1,74142
ENSMUSG00000028214,Gem,14579
ENSMUSG00000119133,Gm23266,115485836
ENSMUSG00000119355,Gm23311,115485838
ENSMUSG00000020811,Wscd1,216881
ENSMUSG00000065512,Mir138-2,723956
ENSMUSG00000031766,Slc12a3,20497
ENSMUSG00000028217,Cdh17,12557
ENSMUSG00000038060,Dlec1,320256
ENSMUSG00000072721,Klra14-ps,654449
ENSMUSG00000033024,Klra9,16640
ENSMUSG00000029401,Rilpl2,80291
ENSMUSG00000040828,Catsperd,106757
ENSMUSG00000029402,Snrnp35,76167
ENSMUSG00000077456,Gm22927,115485839
ENSMUSG00000040554,Aipl1,114230
ENSMUSG00000009394,Syn2,20965
ENSMUSG00000029392,Rilpl1,75695
ENSMUSG00000046667,Rbm12b1,72397
ENSMUSG00000028218,Cibar1,68099
ENSMUSG00000098316,Mir7683,102465784
ENSMUSG00000086727,Alyreffm1,70988
ENSMUSG00000086727,Alyreffm1,102634473
ENSMUSG00000002372,Ranbp3,71810
ENSMUSG00000020808,Pimreg,109212
ENSMUSG00000098960,Mir7056,102465639
ENSMUSG00000110001,Misfadt,97402
ENSMUSG00000031077,Fadd,14082
ENSMUSG00000029390,Tmed2,56334
ENSMUSG00000020423,Btg2,12227
ENSMUSG00000031770,Herpud1,64209
ENSMUSG00000027422,Rrbp1,81910
ENSMUSG00000031075,Ano1,101772
ENSMUSG00000009772,Nuak2,74137
ENSMUSG00000010651,Acaa1b,235674
ENSMUSG00000000378,Ccm2,216527
ENSMUSG00000041945,Mfsd9,211798
ENSMUSG00000030317,Timp4,110595
ENSMUSG00000103421,Golt1a,68338
ENSMUSG00000029389,Ddx55,67848
ENSMUSG00000030232,Aebp2,11569
ENSMUSG00000116158,Kiss1,280287
ENSMUSG00000028760,Eif4g3,230861
ENSMUSG00000026638,Irf6,54139
ENSMUSG00000074028,Slc22a13,102570
ENSMUSG00000074151,Nlrc5,434341
ENSMUSG00000092212,Slc22a13b,109280
ENSMUSG00000097918,Ascl5,226439
ENSMUSG00000054723,Vmac,106639
ENSMUSG00000026407,Cacna1s,12292
ENSMUSG00000036737,Oxsr1,108737
ENSMUSG00000002379,Ndufa11,69875
ENSMUSG00000121836,Fut4-ps1,14346
ENSMUSG00000039481,Nrtn,18188
ENSMUSG00000115083,Gm34756,102638118
ENSMUSG00000007603,Dus3l,224907
ENSMUSG00000115751,4930503F20Rik,218902
ENSMUSG00000037307,Banf2,403171
ENSMUSG00000029388,Eif2b1,209354
ENSMUSG00000090273,Prr22,100504446
ENSMUSG00000027423,Snx5,69178
ENSMUSG00000024206,Rfx2,19725
ENSMUSG00000041073,Nacad,192950
ENSMUSG00000032508,Myd88,17874
ENSMUSG00000040543,Pitpnm3,327958
ENSMUSG00000029387,Gtf2h3,209357
ENSMUSG00000065725,Gm26165,115486130
ENSMUSG00000077714,Snord17,100313519
ENSMUSG00000026923,Notch1,18128
ENSMUSG00000036138,Acaa1a,113868
ENSMUSG00000024207,Acsbg2,328845
ENSMUSG00000114924,Gm38408,75862
ENSMUSG00000118662,Tctn2,67978
ENSMUSG00000029439,Sfswap,231769
ENSMUSG00000024209,Acsbg3,78625
ENSMUSG00000098511,Mir7072,102466800
ENSMUSG00000031516,Dctn6,22428
ENSMUSG00000114288,Gm32123,102634576
ENSMUSG00000024212,Mllt1,64144
ENSMUSG00000079343,C1s2,317677
ENSMUSG00000115263,Gm5089,328479
ENSMUSG00000031074,Fgf3,14174
ENSMUSG00000020807,4933427D14Rik,74477
ENSMUSG00000045019,Acer1,171168
ENSMUSG00000051877,Vmn2r72,244114
ENSMUSG00000043004,Gng2,14702
ENSMUSG00000004270,Lpcat3,14792
ENSMUSG00000002660,Clpp,53895
ENSMUSG00000090436,Vmn2r75,546981
ENSMUSG00000002661,Alkbh7,66400
ENSMUSG00000091239,Vmn2r76,675969
ENSMUSG00000107877,4933427D14Rik,74477
ENSMUSG00000107877,4933427D14Rik,122526781
ENSMUSG00000047995,Cypt4,235067
ENSMUSG00000036030,Prtg,235472
ENSMUSG00000002664,Pspn,19197
ENSMUSG00000057540,Or14c46,258222
ENSMUSG00000019489,Cd70,21948
ENSMUSG00000071113,Mboat4,234155
ENSMUSG00000054054,Or13g1,258196
ENSMUSG00000004268,Emg1,14791
ENSMUSG00000005824,Tnfsf14,50930
ENSMUSG00000029436,Mmp17,23948
ENSMUSG00000020803,Txndc17,52700
ENSMUSG00000031513,Leprotl1,68192
ENSMUSG00000054498,Or6f1,258614
ENSMUSG00000055610,Or14a260,258610
ENSMUSG00000024164,C3,12266
ENSMUSG00000030385,2900092C05Rik,73090
ENSMUSG00000004264,Phb2,12034
ENSMUSG00000045107,Saysd1,67509
ENSMUSG00000031532,Saraf,67887
ENSMUSG00000020801,Med31,67279
ENSMUSG00000023243,Kcnk5,16529
ENSMUSG00000028141,Oaz3,53814
ENSMUSG00000027424,Mgme1,74528
ENSMUSG00000096002,Vmn2r53,637908
ENSMUSG00000057244,Gm6139,108169072
ENSMUSG00000051034,Zfp11,22648
ENSMUSG00000098785,Mir6395,102465211
ENSMUSG00000040028,Elavl1,15568
ENSMUSG00000053574,4930563E22Rik,75304
ENSMUSG00000096593,Vmn2r54,666085
ENSMUSG00000000384,Tbrg4,21379
ENSMUSG00000094197,Or5p54,258488
ENSMUSG00000034211,Mrps17,66258
ENSMUSG00000095301,Or5p55,258926
ENSMUSG00000096151,Or5p56,258928
ENSMUSG00000034910,Pygo1,72135
ENSMUSG00000094426,Or5p6,258729
ENSMUSG00000023387,Kcnk16,74571
ENSMUSG00000043855,Or10ab4,257891
ENSMUSG00000027860,Vangl1,229658
ENSMUSG00000092192,Dnaaf4,67685
ENSMUSG00000063120,Or5p57,56861
ENSMUSG00000054236,Or5p4,258927
ENSMUSG00000023235,Ccl25,20300
ENSMUSG00000027210,Meis2,17536
ENSMUSG00000059031,Or5p58,258728
ENSMUSG00000021809,Nudt13,67725
ENSMUSG00000078118,Or5p59,258730
ENSMUSG00000088835,Gm23547,115490496
ENSMUSG00000065474,Mir141,387159
ENSMUSG00000065462,Mir200c,723944
ENSMUSG00000004266,Ptpn6,15170
ENSMUSG00000091045,Vmn2r55,100042499
ENSMUSG00000090762,Vmn2r56,629079
ENSMUSG00000059857,Ntng1,80883
ENSMUSG00000029432,Nipsnap2,14467
ENSMUSG00000070822,Zscan18,232875
ENSMUSG00000118977,Gm23567,115487237
ENSMUSG00000041570,Camsap2,67886
ENSMUSG00000034563,Ccpg1,72278
ENSMUSG00000088888,Gm24210,115485631
ENSMUSG00000031734,Irx3,16373
ENSMUSG00000099066,Mir6978,102465591
ENSMUSG00000043366,Or51e2,170639
ENSMUSG00000005823,Gpr108,78308
ENSMUSG00000110008,Or51f23b,259117
ENSMUSG00000073966,Or51f5,259096
ENSMUSG00000029446,Psph,100678
ENSMUSG00000110122,Or51f23c-ps1,259090
ENSMUSG00000048469,Or51f23,258356
ENSMUSG00000048469,Or51f23,259090
ENSMUSG00000060888,Or51f1,258168
ENSMUSG00000038193,Hand2,15111
ENSMUSG00000073965,Or51f2,259095
ENSMUSG00000062142,Or52r1,259092
ENSMUSG00000073964,Or51a8,259114
ENSMUSG00000043310,Or51s1,259089
ENSMUSG00000090806,Vmn2r70,670940
ENSMUSG00000110665,Gm31786,102634125
ENSMUSG00000000605,Clcn4,12727
ENSMUSG00000065304,Gm23245,115490273
ENSMUSG00000025538,Sumf2,67902
ENSMUSG00000040969,Arhgef38,77669
ENSMUSG00000021810,Ecd,70601
ENSMUSG00000041605,Inava,67313
ENSMUSG00000064495,Gm24313,115487881
ENSMUSG00000000381,Wap,22373
ENSMUSG00000019487,Trip10,106628
ENSMUSG00000028273,Pdlim5,56376
ENSMUSG00000020805,Slc13a5,237831
ENSMUSG00000098332,Pigbos1,66364
ENSMUSG00000120083,4930517G24Rik,67644
ENSMUSG00000032202,Rab27a,11891
ENSMUSG00000039599,Fam149b,105428
ENSMUSG00000097960,A330074K22Rik,434353
ENSMUSG00000119402,Gm22756,115487704
ENSMUSG00000114694,Gm47995,118567804
ENSMUSG00000114582,3110040M04Rik,73176
ENSMUSG00000114591,Gm47996,118567805
ENSMUSG00000034088,Hdlbp,110611
ENSMUSG00000092622,Khdc3,66991
ENSMUSG00000025537,Phkg1,18682
ENSMUSG00000097534,Gm16675,100503498
ENSMUSG00000032215,Rsl24d1,225215
ENSMUSG00000093599,Mir5620,100885832
ENSMUSG00000070847,Vmn2r30,22306
ENSMUSG00000070493,Chchd2,14004
ENSMUSG00000034173,Zbed5,71970
ENSMUSG00000096373,Vmn2r31,100042591
ENSMUSG00000041046,Ramp3,56089
ENSMUSG00000045948,Mrps12,24030
ENSMUSG00000086158,Pierce2,546143
ENSMUSG00000072772,Grcc10,14790
ENSMUSG00000095789,Nupr2,69034
ENSMUSG00000032565,Nudt16,75686
ENSMUSG00000070699,Sars2,71984
ENSMUSG00000040483,Xaf1,327959
ENSMUSG00000053716,Dusp7,235584
ENSMUSG00000066735,Vkorc1l1,69568
ENSMUSG00000089083,Rnu7,19866
ENSMUSG00000004263,Atn1,13498
ENSMUSG00000048758,Rpl29,19944
ENSMUSG00000098513,Mir6399,102466907
ENSMUSG00000028759,Hp1bp3,15441
ENSMUSG00000085437,1700047A11Rik,76604
ENSMUSG00000096257,Ccer2,100504112
ENSMUSG00000004267,Eno2,13807
ENSMUSG00000030595,Nfkbib,18036
ENSMUSG00000025534,Gusb,110006
ENSMUSG00000070388,Fbxo39,628100
ENSMUSG00000023262,Acy1,109652
ENSMUSG00000020431,Adcy1,432530
ENSMUSG00000034116,Vav1,22324
ENSMUSG00000110329,Gm38572,102641740
ENSMUSG00000015149,Sirt2,64383
ENSMUSG00000110310,4930518J21Rik,75123
ENSMUSG00000020429,Igfbp1,16006
ENSMUSG00000020427,Igfbp3,16009
ENSMUSG00000099207,Gm10637,100038706
ENSMUSG00000025533,Asl,109900
ENSMUSG00000098548,Mir6996,102465602
ENSMUSG00000037279,Ovol2,107586
ENSMUSG00000030125,Lrrc23,16977
ENSMUSG00000020799,Tekt1,21689
ENSMUSG00000097044,4933433F19Rik,71314
ENSMUSG00000030074,Gxylt2,232313
ENSMUSG00000026883,Dab2ip,69601
ENSMUSG00000026276,Septin2,18000
ENSMUSG00000052144,Ppp4r2,232314
ENSMUSG00000042073,Abhd14b,76491
ENSMUSG00000098658,Mir6338,102465172
ENSMUSG00000098853,Gm27393,115487875
ENSMUSG00000123653,1700016A09Rik,74227
ENSMUSG00000097336,Fendrr,68790
ENSMUSG00000045667,Smtnl2,276829
ENSMUSG00000021811,Dnajc9,108671
ENSMUSG00000049960,Mrps16,66242
ENSMUSG00000040471,Ggt6,71522
ENSMUSG00000039543,Cfap70,76670
ENSMUSG00000038451,Spsb2,14794
ENSMUSG00000020422,Tns3,319939
ENSMUSG00000023495,Pcbp4,59092
ENSMUSG00000023456,Tpi1,21991
ENSMUSG00000035325,Sec31a,69162
ENSMUSG00000045349,Sh2d5,230863
ENSMUSG00000051735,Rinl,320435
ENSMUSG00000038429,Usp5,22225
ENSMUSG00000060715,1700019A02Rik,69397
ENSMUSG00000028758,Kif17,16559
ENSMUSG00000060913,Trim55,381485
ENSMUSG00000026098,Pms1,227099
ENSMUSG00000015165,Hnrnpl,15388
ENSMUSG00000040463,Mybbp1a,18432
ENSMUSG00000068917,Clk2,12748
ENSMUSG00000028757,Ddost,13200
ENSMUSG00000023505,Cdca3,14793
ENSMUSG00000054618,Gm9951,791287
ENSMUSG00000028756,Pink1,68943
ENSMUSG00000021814,Anxa7,11750
ENSMUSG00000110140,5430421F17Rik,74489
ENSMUSG00000026097,Ormdl1,227102
ENSMUSG00000023439,Gnb3,14695
ENSMUSG00000026096,Osgepl1,72085
ENSMUSG00000089712,Gm15889,115486954
ENSMUSG00000099200,Mir7019,102466788
ENSMUSG00000028755,Cda,72269
ENSMUSG00000078235,Fam43b,625638
ENSMUSG00000023191,P3h3,14789
ENSMUSG00000041241,Mul1,68350
ENSMUSG00000091735,Gpr62,436090
ENSMUSG00000118665,Lin54,231506
ENSMUSG00000046447,Camk2n1,66259
ENSMUSG00000023249,Parp3,235587
ENSMUSG00000035297,Cops4,26891
ENSMUSG00000001016,Ilf2,67781
ENSMUSG00000028367,Txn1,22166
ENSMUSG00000038709,Txndc8,67402
ENSMUSG00000026095,Asnsd1,70396
ENSMUSG00000040447,Spns2,216892
ENSMUSG00000038390,Gpr162,14788
ENSMUSG00000119631,Gm26066,115488877
ENSMUSG00000024253,Dync2li1,213575
ENSMUSG00000098360,4930535O05Rik,75237
ENSMUSG00000023274,Cd4,12504
ENSMUSG00000096255,Dynlt1b,21648
ENSMUSG00000053898,Ech1,51798
ENSMUSG00000028369,Svep1,64817
ENSMUSG00000001018,Snapin,20615
ENSMUSG00000020798,Spns3,77577
ENSMUSG00000000579,Dynlt1c,100040563
ENSMUSG00000121297,Gm45752,102636793
ENSMUSG00000062148,Ear6,93719
ENSMUSG00000004561,Mettl17,52535
ENSMUSG00000095677,Dynlt1f,100040531
ENSMUSG00000117809,Asdurf,110599589
ENSMUSG00000029322,Plac8,231507
ENSMUSG00000031559,4930555F03Rik,75359
ENSMUSG00000001017,Chtop,66511
ENSMUSG00000053964,Lgals4,16855
ENSMUSG00000077471,Gm24788,115487676
ENSMUSG00000030124,Lag3,16768
ENSMUSG00000025955,Akr1cl,70861
ENSMUSG00000088244,Gm25909,115488846
ENSMUSG00000046201,Scaf8,106583
ENSMUSG00000030122,Ptms,69202
ENSMUSG00000029319,Coq2,71883
ENSMUSG00000030120,Mlf2,30853
ENSMUSG00000020794,Ube2g1,67128
ENSMUSG00000070870,Cryge,12968
ENSMUSG00000023800,Tiam2,24001
ENSMUSG00000067299,Crygd,12967
ENSMUSG00000064567,Gm24143,115487889
ENSMUSG00000020790,Ankfy1,11736
ENSMUSG00000041506,Rrp9,27966
ENSMUSG00000025952,Crygc,12966
ENSMUSG00000035273,Hpse,15442
ENSMUSG00000053522,Lgals7,16858
ENSMUSG00000038668,Lpar1,14745
ENSMUSG00000073658,Crygb,12965
ENSMUSG00000044429,Cryga,12964
ENSMUSG00000070348,Ccnd1,12443
ENSMUSG00000030127,Cops7a,26894
ENSMUSG00000044816,D630023F18Rik,98303
ENSMUSG00000044080,S100a1,20193
ENSMUSG00000066383,Iqcf1,74267
ENSMUSG00000035266,Helq,191578
ENSMUSG00000042312,S100a13,20196
ENSMUSG00000042306,S100a14,66166
ENSMUSG00000066382,Iqcf5,75470
ENSMUSG00000041009,Iqcf4,67320
ENSMUSG00000031072,LTO1,72284
ENSMUSG00000025950,Idh1,15926
ENSMUSG00000091129,Iqcf6,100041096
ENSMUSG00000023192,Grm2,108068
ENSMUSG00000074457,S100a16,67860
ENSMUSG00000120666,Gm46069,108167581
ENSMUSG00000093293,Mir3095,100526502
ENSMUSG00000078674,Mup18,100048884
ENSMUSG00000042210,Abhd14a,68644
ENSMUSG00000072572,Slc39a2,214922
ENSMUSG00000057778,Cyb5d2,192986
ENSMUSG00000078673,Mup19,100189605
ENSMUSG00000084456,Gm24593,115489784
ENSMUSG00000094018,S100a2,628324
ENSMUSG00000004558,Ndrg2,29811
ENSMUSG00000065446,Mir139,387157
ENSMUSG00000001021,S100a3,20197
ENSMUSG00000030651,Art2b,11872
ENSMUSG00002076020,Gm23851,115490524
ENSMUSG00000020407,Upp1,22271
ENSMUSG00000040364,Sec1,56546
ENSMUSG00000030329,Pianp,319352
ENSMUSG00000070564,Ntn5,243967
ENSMUSG00000001020,S100a4,20198
ENSMUSG00000025949,Pikfyve,18711
ENSMUSG00000058523,Mup5,17844
ENSMUSG00000001023,S100a5,20199
ENSMUSG00000001025,S100a6,20200
ENSMUSG00000003273,Car11,12348
ENSMUSG00000078672,Mup20,381530
ENSMUSG00000027425,Kat14,228714
ENSMUSG00000119872,Gm23175,115486191
ENSMUSG00000097944,A130014A01Rik,402737
ENSMUSG00000027680,Fxr1,14359
ENSMUSG00000096316,Faiml,623459
ENSMUSG00000016833,Mrps18c,68735
ENSMUSG00000097308,Gm6410,623223
ENSMUSG00000066154,Mup3,17842
ENSMUSG00000056267,Cep70,68121
ENSMUSG00000038346,Zfp384,269800
ENSMUSG00000036983,Tfb1m,224481
ENSMUSG00000066153,Mup21,381531
ENSMUSG00000059824,Dbp,13170
ENSMUSG00000091530,Cldn20,621628
ENSMUSG00000028389,Zfp37,22696
ENSMUSG00000023802,Nox3,224480
ENSMUSG00000004668,Abca13,268379
ENSMUSG00000035234,Abraxas1,70681
ENSMUSG00000098387,Pet117,100048644
ENSMUSG00000026885,Ttll11,74410
ENSMUSG00000057342,Sphk2,56632
ENSMUSG00000066152,Slc31a2,20530
ENSMUSG00000043705,Capn13,381122
ENSMUSG00000127511,Gm21283,100861869
ENSMUSG00000118769,Gm23148,115490096
ENSMUSG00000028523,Dynlt5,67344
ENSMUSG00000059070,Rpl18,19899
ENSMUSG00000086741,Gm15816,101056408
ENSMUSG00000024064,Galnt14,71685
ENSMUSG00000066090,Insl5,23919
ENSMUSG00000077354,Gm26286,115490271
ENSMUSG00000029314,Gpat3,231510
ENSMUSG00000035126,Dnai4,242584
ENSMUSG00000026895,Ndufa8,68375
ENSMUSG00000037259,Dzank1,241688
ENSMUSG00000037681,Esyt3,272636
ENSMUSG00000050830,Vwc2,319922
ENSMUSG00000127686,Gm32589,115486959
ENSMUSG00000055670,Zzef1,195018
ENSMUSG00000025964,Adam23,23792
ENSMUSG00000054161,Fam83e,73813
ENSMUSG00000061979,Rcc1l,94254
ENSMUSG00000070563,Spaca4,69363
ENSMUSG00000089797,Gm16118,102632420
ENSMUSG00000003271,Sult2b1,54200
ENSMUSG00000003271,Sult2b1,545963
ENSMUSG00000008813,Tppp2,219038
ENSMUSG00000068392,Rnase13,497071
ENSMUSG00000063870,Chd4,107932
ENSMUSG00000004562,Arhgef40,268739
ENSMUSG00000028522,Mier1,71148
ENSMUSG00000024065,Ehd3,57440
ENSMUSG00000032470,Mras,17532
ENSMUSG00000015942,Gtf2ird2,114674
ENSMUSG00000052469,Tcp10c,100041352
ENSMUSG00000026894,Morn5,75495
ENSMUSG00000062044,Lmtk3,381983
ENSMUSG00000046242,Nme9,69797
ENSMUSG00000027427,Polr3f,70408
ENSMUSG00000032468,Armc8,74125
ENSMUSG00000120908,Gm39283,105243330
ENSMUSG00002075210,Gm25730,115488853
ENSMUSG00000119272,Rnu6,19862
ENSMUSG00000117042,2700054A10Rik,72578
ENSMUSG00000015950,Ncf1,17969
ENSMUSG00000109761,5430403N17Rik,330737
ENSMUSG00000027679,Dnajc19,67713
ENSMUSG00000073430,Gm10505,100038429
ENSMUSG00000027428,Rbbp9,26450
ENSMUSG00000058743,Kcnj14,211480
ENSMUSG00000104797,Mir1897,100316679
ENSMUSG00000074637,Sox2,20674
ENSMUSG00000086221,4930412B13Rik,73938
ENSMUSG00000053801,Grwd1,101612
ENSMUSG00000089350,Gm25487,115486181
ENSMUSG00000025764,Jade1,269424
ENSMUSG00000077359,Gm25308,115489626
ENSMUSG00000040152,Thbs1,21825
ENSMUSG00000032469,Dbr1,83703
ENSMUSG00000002771,Grin2d,14814
ENSMUSG00000066938,Gm10190,791338
ENSMUSG00000110412,Gm33175,102635976
ENSMUSG00000109215,4930453L07Rik,74688
ENSMUSG00000060261,Gtf2i,14886
ENSMUSG00000002778,Kdelr1,68137
ENSMUSG00000020193,Zpbp,53604
ENSMUSG00000028521,Slc35d1,242585
ENSMUSG00000027429,Sec23b,27054
ENSMUSG00000111866,E130101E03Rik,102631612
ENSMUSG00000120277,Gm2885,102640250
ENSMUSG00000008429,Herpud2,80517
ENSMUSG00000064766,Gm26458,115485833
ENSMUSG00000020191,Spmip7,73862
ENSMUSG00000001833,Septin7,235072
ENSMUSG00000040231,Syngr4,58867
ENSMUSG00000065298,Gm26121,115487853
ENSMUSG00000062511,4930512M02Rik,102631730
ENSMUSG00000002781,Tmem143,70209
ENSMUSG00000020182,Ddc,13195
ENSMUSG00000065569,Mir137,387155
ENSMUSG00000028520,4921539E11Rik,70941
ENSMUSG00000041794,Myrip,245049
ENSMUSG00000040212,Emp3,13732
ENSMUSG00000040613,Apobec1,11810
ENSMUSG00000035069,Oma1,67013
ENSMUSG00000120146,Gm30925,102632989
ENSMUSG00000087823,Gm22281,115487614
ENSMUSG00000115378,Fam237a,105243944
ENSMUSG00000069085,Dytn,241073
ENSMUSG00000040189,Odad1,211535
ENSMUSG00000104004,4930565D16Rik,75309
ENSMUSG00000077514,Gm25877,115490043
ENSMUSG00000028613,Lrp8,16975
ENSMUSG00000026890,Lhx6,16874
ENSMUSG00000025963,Mdh1b,76668
ENSMUSG00000098912,1500004A13Rik,319830
ENSMUSG00000087990,Gm25058,115487887
ENSMUSG00000020788,Atp2a3,53313
ENSMUSG00000116615,4930548J01Rik,78043
ENSMUSG00000030117,Gdf3,14562
ENSMUSG00000046323,Dppa3,73708
ENSMUSG00000041608,Entpd3,215446
ENSMUSG00000025962,Fastkd2,75619
ENSMUSG00000030834,Abcc6,27421
ENSMUSG00000030114,Klrg1,50928
ENSMUSG00000101613,Gm28516,105243253
ENSMUSG00000007458,M6pr,17113
ENSMUSG00000025794,Rpl14,67115
ENSMUSG00000110629,4930567H12Rik,75930
ENSMUSG00000040669,Phc1,13619
ENSMUSG00000052658,5830454E08Rik,76100
ENSMUSG00000098487,Mir6899,102466760
ENSMUSG00000048234,Rnf149,67702
ENSMUSG00000006941,Eif1b,68969
ENSMUSG00000030835,Nomo1,211548
ENSMUSG00000036867,Smad6,17130
ENSMUSG00000032401,Lctl,235435
ENSMUSG00000117221,Gm17830,100415784
ENSMUSG00000064936,Gm23722,115485772
ENSMUSG00000050967,Creg2,263764
ENSMUSG00000114832,Gm21388,100861998
ENSMUSG00000074754,Smim26,228715
ENSMUSG00000027344,Fsip1,71313
ENSMUSG00000129455,4930506A18Rik,75044
ENSMUSG00000057173,Rfx8,619289
ENSMUSG00000067103,AY702103,446210
ENSMUSG00000097350,4732491K20Rik,224523
ENSMUSG00000026074,Map4k4,26921
ENSMUSG00000105765,4930539C22Rik,75208
ENSMUSG00000032400,Zwilch,68014
ENSMUSG00000097633,Gm16617,100502764
ENSMUSG00000049295,Zfp219,69890
ENSMUSG00000027430,Dtd1,66044
ENSMUSG00000040133,Gpr176,381413
ENSMUSG00000027431,Scp2d1,66328
ENSMUSG00000026889,Rbm18,67889
ENSMUSG00000096146,Kcnj11,16514
ENSMUSG00000019370,Calm3,12315
ENSMUSG00000072571,Tmem253,619301
ENSMUSG00000121449,Pdxk-ps,435518
ENSMUSG00000070802,Pnma8b,434128
ENSMUSG00000064689,Gm25815,115486856
ENSMUSG00000026887,Mrrf,67871
ENSMUSG00000041141,Pnma8a,71691
ENSMUSG00000108348,Pnma8c,105247240
ENSMUSG00000003099,Ppp5c,19060
ENSMUSG00000044286,Or5au1,258420
ENSMUSG00000097456,Gm16958,100862268
ENSMUSG00000065853,Gm22354,115488404
ENSMUSG00000063873,Slc24a3,94249
ENSMUSG00000060373,Hnrnpc,15381
ENSMUSG00000071138,Tex24,541463
ENSMUSG00000032399,Rpl4,67891
ENSMUSG00000040649,Rimklb,108653
ENSMUSG00000124977,Gm34507,102637782
